ID	Name	Level	Examine
964	Monkey Child	0	An adorable little monkey child.
967	Monkey Minder	0	He looks like the type of guy who would mind monkeys.
971	Monkey	0	Perhaps our oldest relatives?
978	Morgan Le Faye	0	An evil and powerful sorceress.
979	Morgan	0	He looks scared.
980	Morris	0	He checks the entrants to the Fishing Contest.
981	Mort'ton local	0	A local villager of Mort'ton.
982	Morvran	0	An elven warrior.
983	Mosol Rei	0	A warrior from Shilo Village.
986	Mountain Dwarf	0	He looks short and grumpy.
987	Mountain Goat	0	Looks a little underfed.
988	Mountain Goat	0	This beast doesn't need climbing boots.
989	Mountain Goat	0	This goat belongs to the mountain camp people.
994	Mourner	0	"A mourner, or plague healer."
1000	Mouse	0	Deceptively mouse shaped.
1001	Ms. Hynn Terprett	0	An observer for the Temple Knights.
1002	Mubariz	0	Tough looking combat type.
1004	Mummy	0	Highly flammable!
1011	Murphy	0	Salty old sea dog.
1012	Muruwoi	0	A smartly clothed large monkey.
1013	Mushroom	0	He's fast asleep.
1014	Myndill	0	"A dwarf, wandering the streets of Keldagrim."
1017	Mysterious Old Man	0	A very strange old man...
1018	Nature Spirit	0	A spirit of Nature.
1024	Necrovarus	0	An evil priest.
1025	Ned	0	An old sailor.
1026	Neil	0	A very brave merchant.
1027	Neite	0	A graceful feline.
1029	Niloof	0	A strong and hardy dwarf.
1030	Nolar	0	A crafty dwarf.
1031	Nora T. Hagg	0	Distinctly witchey.
1032	Noterazzo	0	The lawless shop keeper.
1033	Nulodion	0	The Dwarven armoury engineer.
1034	Nurmof	0	He runs a pickaxe store.
1035	Nurse Sarah	0	She's quite a looker!
1036	Oak	0	A beautiful old oak.
1037	Obli	0	An intelligent-looking shop owner.
1038	Observatory assistant	0	He helps the professor.
1039	Observatory professor	0	A learned man in the ways of the stars.
1043	Odmar	0	"A dwarf, wandering around Keldagrim."
1044	Og	0	A senior member of the ogre community.
1046	Ogre guard	0	An ogre that guards.
1056	Olaf the Bard	0	A Fremennik bard.
1057	Old crone	0	An old cranky lady.
1058	Old man	0	A creaky old man.
1059	Olivia	0	She's a seed merchant.
1060	Omart	0	A nervous looking fellow.
1062	Oracle	0	A mystical fount of knowledge.
1064	Osman	0	He looks a little shifty.
1065	Ospak	0	Looks like he's had a few drinks already.
1069	Overgrown cat	0	A friendly not-so little pet.
1070	Oziach	0	A strange little man.
1074	Panning guide	0	A specialist in panning for gold.
1075	Parrots	0	What a colourful bunch of parrots!
1076	Parroty Pete	0	He seems strangely familiar...
1077	Party Pete	0	He likes to paaaarty!
1078	Peasant	0	He looks happy...
1079	Peasant	0	He looks unhappy...
1081	Peer the Seer	0	A Fremennik riddler.
1082	Peksa	0	Always up to date with the latest fashions in helmets.
1086	Phantuwti Fanstuwi Farsight	0	A slightly more eccentric seer.
1087	Philipe Carnillean	0	The newest member of the Carnillean family.
1088	Philop	0	One of Gertrude's sons.
1091	Pierre	0	His job doesn't look very fun...
1092	Pig	0	Porker.
1093	Pig	0	Swine.
1094	Piglet	0	Hog.
1095	Piglet	0	"I shall call him ""mini-pig""."
1096	Piglet	0	Porcine.
1097	Pilg	0	They're done for!
1099	Pirate Jackie the Fruit	0	Ticket trader for the Brimhaven Agility Arena.
1106	Plagued Cow	0	I don't fancy eating any part of this.
1107	Plagued Cow	0	I might give the burgers a miss in this town.
1108	Plagued Cow	0	It's a sick-looking cow.
1109	Poison Salesman	0	He sure likes to sell stuff!
1113	Polmafi Ferdygris	0	A member of the Myreque and intellectual assistant to Veliaf.
1117	Priest	0	A holy man.
1118	Priest	0	Preach my brother!
1119	Priest	0	Priestly.
1120	Prince Ali	0	A young prince.
1121	Prince Ali	0	Now that's an effective disguise!
1122	Prince Brand	0	The Prince of Miscellania.
1123	Princess Astrid	0	The Princess of Miscellania.
1124	Professor Oddenstein	0	A mad scientist if ever I saw one!
1125	Purple Pewter Director	0	"One of the leaders of the business Consortium, a ruler of Keldagrim."
1126	Purple Pewter Secretary	0	The head secretary of the Purple Pewter mining company.
1128	Quartermaster	0	Responsible for the food and equipment of the troops.
1129	Queen Sigrid	0	The Queen of Etceteria.
1130	Quest Guide	0	Your introduction to the world of RuneScape.
1134	Rachael	0	Pretty barmaid.
1135	Radigad Ponfit	0	"A quick and agile fighter, a mercenary from Asgarnia."
1136	Radimus Erkle	0	Radimus is the Grand Vizier of the Legends Guild.
1137	Ragnar	0	He looks a little lost himself.
1140	Ranael	0	She's an expert on armoured skirts!
1142	Randivor	0	He's selling his bread on the market here.
1143	Ranging Guild Doorman	0	The keeper of the gates to the ranging guild.
1145	Rantz	0	A large dim looking humanoid.
1146	Rashiliyia	0	The animated spirit of Rashiliyia the Zombie Queen.
1147	Rasolo	0	A travelling merchant.
1149	Razmire Keelgan	0	A local villager of Mort'ton.
1150	Recruiter	0	A member of the Ardougne Royal Army.
1151	Red Axe Cat	0	The cat belongs to the director of the Red Axe.
1152	Red Axe Director	0	"One of the leaders of the business Consortium, a ruler of Keldagrim."
1153	Red Axe Secretary	0	The head secretary of the Red Axe mining company.
1155	Redbeard Frank	0	A pirate.
1156	Reinald	0	"He's a bit short, but then again, he's a dwarf."
1157	Remsai	0	It's a tree gnome.
1159	Restless ghost	0	Eek! A ghost!
1160	Richard	0	A very brave merchant.
1161	Richard	0	He sells farming equipment.
1162	Riki the sculptor's model	0	Models for sculptures.
1163	Rind the gardener	0	He tends to the plants in the palace garden.
1172	Roachey	0	He runs the fishing guild shop.
1173	Roavar	0	Seems a jolly chap.
1174	Robe Store owner	0	A Supplier of Magical robes.
1175	Robin	0	A master bowman.
1183	Rock pile	0	A pile of boulders.
1185	Rocks	0	A rocky outcrop.
1187	Rogue Guard	0	Roguelike and guardish.
1189	Rolad	0	He looks a little absent-minded.
1190	Romeo	0	Rather dense and soppy looking.
1191	Rometti	0	It's a well dressed tree gnome.
1192	Rommik	0	"If crafting's your thing, he's your man!"
1195	Rowdy dwarf	0	"A loud, drunk and generally obnoxious dwarf."
1198	RPDT employee	0	Inefficient looking.
1199	Ruantun	0	"Luckily, I can't see much of his face."
1200	Rufus	0	There's something strange about him...
1201	Rug Merchant	0	A carpet merchant.
1202	Rug Merchant	0	A man who deals in rugs.
1203	Rug Station Attendant	0	A man who deals in rugs.
1204	RuneScape Guide	0	Your introduction to the world of RuneScape.
1205	Runvastr	0	A sad old dwarf living in a sad old home.
1206	Saba	0	A dishevelled and irritable hermit.
1207	Sabeil	0	A citizen of Al-Kharid.
1208	Sabreen	0	Wow! She's made a statement with that hair!
1209	Sailor	0	"He's strong to the finish, because he eats cabbage."
1211	Salenab	0	It's Salenab the monkey.
1212	Sam	0	A very brave merchant.
1213	Sam	0	Pretty barmaid.
1215	Sanfew	0	An old druid.
1216	Sani Piliu	0	A pretty young rogue.
1217	Saniboch	0	Looks like he wants money.
1218	Santa	0	He knows if you've been naughty or nice.
1219	Santiri	0	Proprietor of the Quality Weapons Shop.
1221	Sarah	0	She sells farming equipment.
1222	Saro	0	Proprietor of the Quality Armour Shop.
1224	Sbott	0	Has a faint smell of chemicals about him.
1228	Scared skavid	0	Frightened looking.
1229	Scarg	0	An ogre hunting chompies.
1230	Scavvo	0	He's got the best armour around!
1233	Sea slug	0	A rather nasty looking crustacean.
1234	Seaman Lorris	0	A young sailor.
1235	Seaman Thresnor	0	A young sailor.
1236	Secretary	0	Task master.
1237	Sedridor	0	Chief of research at Wizards' Tower.
1238	Seer	0	Could do with a shave...
1239	Seravel	0	This is Seravel - he sells tickets for the 'Lady of the Waves'.
1240	Sergeant	0	Sergeant of the Imperial Guard.
1242	Seth Groats	0	"A large, well built farmer."
1243	Seth	0	Slightly fishy smelling.
1244	Shade Spirit	0	A spirit rising towards eternal peace.
1254	Shamus	0	A funny little man who lives in a tree.
1256	Shantay	0	He's in control of the Shantay pass.
1257	Shark	0	Let's not go skinny dipping eh?
1259	Sheep	0	Freshly sheared.
1260	Sheep	0	White and fluffy.
1262	Shilop	0	One of Gertrude's sons.
1263	Shipyard worker	0	Builds ships for a living.
1265	Shop assistant	0	Helps sell stuff.
1266	Shop assistant	0	Helps the shop keeper sell swords.
1267	Shop assistant	0	Likes helping sell stuff.
1268	Shop assistant	0	Likes you more the more you spend.
1269	Shop assistant	0	Needs a haircut.
1270	Shop assistant	0	She's here on work experience.
1271	Shop assistant	0	Works on commission.
1272	Shop keeper	0	A product of consumerist society.
1273	Shop keeper	0	An interesting assortment of items for sale.
1274	Shop keeper	0	Clearly takes pride in his appearance.
1275	Shop keeper	0	Could stand to lose a few pounds.
1276	Shop keeper	0	Has a fine moustache!
1277	Shop keeper	0	"If he doesn't have it, he can't sell it!"
1278	Shop keeper	0	"Ironically, makes a living from swords."
1279	Shop keeper	0	Likes people spending money.
1280	Shop keeper	0	Sells stuff.
1281	Siamun	0	I wonder if they dislike me examining them?
1282	Siegfried Erkle	0	An eccentric shop keeper - related to the Grand Vizier of the Legends Guild.
1283	Sigbert the Adventurer	0	A bold knight famed for his travels.
1284	Sigli the Huntsman	0	A Fremennik hunter.
1285	Sigmund The Merchant	0	A Fremennik merchant.
1286	Sigmund	0	Advisor to the Duke of Lumbridge.
1287	Sigmund	0	Former adviser to the Duke of Lumbridge.
1288	Sigmund	0	Former advisor to the Duke of Lumbridge.
1289	Silk merchant	0	Seems very well off.
1290	Silk trader	0	Very snappily dressed!
1291	Silver Cog Director	0	"One of the leaders of the business Consortium, a ruler of Keldagrim."
1292	Silver Cog Secretary	0	The head secretary of the Silver Cog mining company.
1293	Silver merchant	0	Looks fairly well fed.
1294	Simon	0	A very brave merchant.
1296	Sinister Stranger	0	He looks a LOT like a vampire...
1297	Sir Amik Varze	0	Leader of the White Knights.
1298	Sir Bedivere	0	One of the Knights of the Round Table.
1300	Sir Gawain	0	One of the Knights of the Round Table.
1303	Sir Kay	0	One of the Knights of the Round Table.
1304	Sir Kuam Ferentse	0	An observer for the Temple Knights.
1305	Sir Lancelot	0	One of the Knights of the Round Table.
1307	Sir Lucan	0	One of the Knights of the Round Table.
1309	Sir Palomedes	0	One of the Knights of the Round Table.
1310	Sir Pelleas	0	One of the Knights of the Round Table.
1311	Sir Percival	0	One of the Knights of the Round Table.
1312	Sir Prysin	0	One of the king's knights.
1313	Sir Ren Itchood	0	An observer for the Temple Knights.
1314	Sir Spishyus	0	An observer for the Temple Knights.
1315	Sir Tiffy Cashien	0	Head of recruitment for the Temple Knights.
1316	Sir Tinley	0	An observer for the Temple Knights.
1317	Sir Tristram	0	One of the Knights of the Round Table.
1318	Sir Vyvin	0	An elderly White Knight.
1321	Skavid	0	A skavid.
1339	Skulgrimen	0	Sells and makes weapons and armour.
1340	Skullball Boss	0	He's in charge of the Skullball Course.
1341	Skullball Trainer	0	A skullball guide.
1342	Skullball	0	A human skull used as a ball.
1343	Slagilith	0	This monster totally rocks!
1346	Slave	0	A malnourished worker.
1347	Slave	0	A wretched slave of Iban.
1348	Sleeping Monkey	0	"A rather sleepy looking guard, wielding some kind of bat."
1352	Snake	0	A toothless old Snake.
1355	Soldier	0	A soldier of the Imperial Guard.
1358	Solihib	0	The food merchant of Ape Atoll.
1361	Sphinx	0	"An awe inspiring combination of a lady, a lion and an eagle."
1362	Spice seller	0	Has a very exotic aroma about him.
1363	Spider	0	Nasty little creature.
1367	Spin Blades	0	I don't think I want to get too close to that!
1368	Spirit of Scorpius	0	The essence of evil.
1369	Spirit of Zadimus	0	An unquiet soul.
1370	Squire	0	Indentured servant of a Knight.
1371	Stanford	0	He looks like he spends a lot of time outdoors.
1372	Stankers	0	He's in control of the coal trucks.
1375	Strange Old Man	0	Wonder how long he's been here...
1376	Strange plant	0	A very strange plant.
1377	Strange watcher	0	A member of the audience.
1378	Stranger	0	A typical villager of Canifis.
1381	Street urchin	0	A mischievous looking child.
1382	Student	0	A student busily digging.
1383	Styrmir	0	Doesn't look like the musical type.
1386	Sune	0	He seems to always be busy.
1387	Supreme Commander	0	He is the Supreme Commander of all regiments of the Black Guard.
1388	Survival Expert	0	Very much an outdoors type.
1389	Svidi	0	Is he walking around in circles?
1390	Swamp toad	0	"A green skinned croaker, loves the swamp."
1391	Swarm	0	A swarm of vicious insects!
1392	Swensen the Navigator	0	A Fremennik navigator.
1393	Tafani	0	Looks after injured fighters.
1394	Tamayu	0	A hunter who long ago succumbed to blood lust.
1395	Tanner	0	Manufacturer of fine leathers.
1396	Tassie Slipcast	0	A hard-working potter.
1397	Tati	0	"An old mining dwarf, now he sells pickaxes and generally acts grumpy."
1398	Tea seller	0	He seems to sell tea.
1399	Ted Rehnison	0	The head of the Rehnison family.
1400	Tegid	0	He's washing his clothes in the lake.
1402	Tenzing	0	An experienced Sherpa.
1405	The Fisher King	0	He doesn't look very well...
1407	The Lady of the Lake	0	A powerful sorceress who guards Excalibur.
1408	The Monkey's Aunt	0	She looks like the Monkey's Aunt.
1409	The Monkey's Uncle	0	He looks like the Monkey's Uncle.
1411	Thessalia	0	Interesting assortment of clothes on offer...
1414	Thing under the bed	0	It's just like that dream I use to have when I was little.
1415	Thistle	0	It's a Troll Thistle.
1416	Thora the Barkeep	0	The Longhall barkeep
1419	Thormac	0	Nice hat.
1420	Thorvald the Warrior	0	A Fremennik hero.
1425	Thurgo	0	Dwarvish.
1426	Tiadeche	0	A rather depressed looking fisherman.
1427	Ticket Merchant	0	Sells equipment in exchange for archery tickets.
1428	Timfraku	0	The imposing Chief of Tai Bwo Wannai.
1429	Tindel Marchant	0	He seems quietly enthusiastic about his profession.
1430	Tinsay	0	A more than slightly eccentric looking priest.
1431	Toban	0	Ogre-ish.
1432	Tombar	0	He seems very tall. For a dwarf.
1434	Torbrund	0	Waiting for the show.
1436	Tostig	0	Barman of the Toad and Chicken.
1438	Tower Advisor	0	Tower keeper and competition judge.
1444	Town Guard	0	What a rubbish job he has.
1445	Town Guard	0	Who's going to steal a whole town anyway?
1446	Tracker gnome 1	0	It's a gnome who specialises in covert operations.
1447	Tracker gnome 2	0	It's a gnome who specialises in covert operations.
1448	Tracker gnome 3	0	It's a gnome who specialises in covert operations.
1449	Trade Referee	0	He is regulating the flow of goods on the trade floor and maintaining order.
1450	Trader	0	A trader for the Blue Opal mining company.
1451	Trader	0	A trader for the Brown Engine mining company.
1452	Trader	0	A trader for the Green Gemstone mining company.
1453	Trader	0	A trader for the Purple Pewter mining company.
1454	Trader	0	A trader for the Red Axe mining company.
1455	Trader	0	A trader for the Silver Cog mining company.
1456	Trader	0	A trader for the White Chisel mining company.
1457	Trader	0	A trader for the Yellow Fortune mining company.
1458	Traiborn	0	An old wizard.
1459	Tramp	0	Looks down on his luck.
1468	Tree	0	A commonly found tree.
1469	Tree	0	A tree.
1470	Tree	0	Its bark is worse than its swipe.
1471	Tree	0	It's thick with snow.
1472	Tree	0	One of the most common trees in RuneScape.
1473	Trefaji	0	A huge brutish gorilla. He looks like a jail guard.
1475	Tribal Weapon Salesman	0	Supplier of authentic throwing weapons.
1477	Trobert	0	A well dressed thief.
1478	Troll child	0	A little ice troll.
1479	Troll father	0	An ice troll.
1481	Troll mother	0	An ice troll.
1484	Trufitus	0	A wise old witch doctor.
1485	Turael	0	He looks dangerous!
1492	Tutab	0	A magical trinket dealer.
1493	Twig	0	Reminds me of playing pooh sticks.
1495	Tyras guard	0	One of King Tyras's men.
1497	Ug	0	A frail little troll.
1499	Uglug Nar	0	An ogre shaman
1501	Ulifed	0	A dwarf minding his own business.
1502	Ulizius	0	A slightly nervous guard.
1503	Ulsquire Shauncy	0	A local villager of Mort'ton.
1516	Ur-tag	0	The ruler of the Dorgeshuun
1517	Uwogo	0	A smartly clothed large monkey.
1519	Valaine	0	A champion of a sales woman!
1525	Vanessa	0	She sells farming equipment.
1526	Vannaka	0	He looks dangerous!
1527	Vanstrom Klause	0	A curious fellow.
1528	Vanstrom Klause	0	An evil vampire.
1529	Veliaf Hurtz	0	Looks like the leader of the Myreque.
1530	Velorina	0	A ghost lady.
1531	Velrak the explorer	0	He looks cold and hungry.
1533	Vermundi	0	"A rather poor looking little dwarf, selling her clothes on the market."
1534	Veronica	0	She doesn't look too happy.
1535	Vigr	0	Proprietor of Vigr's Warhammers.
1536	Vigroy	0	"A cart driver, it looks like he's quite experienced."
1543	Wanderer	0	A red haired woman.
1545	Warrior	0	He looks big and dumb.
1554	Watchtower wizard	0	The hat is a dead give away.
1556	Waydar	0	Waydar is some kind of flight officer.
1557	Waymottin	0	This Gnome is busy applying some kind of pasty material to the cave walls.
1558	Wayne	0	An armourer.
1560	Weapon poison salesman	0	Supplier of deadly liquids.
1562	Weird Old Man	0	What's he mumbling about?
1564	Wemund	0	Looks like some kind of engineer or mechanic.
1565	Werewolf	0	Looks like he's guarding a trapdoor...
1566	White Chisel Director	0	"One of the leaders of the business Consortium, a ruler of Keldagrim."
1567	White Chisel Secretary	0	The head secretary of the White Chisel mining company.
1574	Will o' the wisp	0	Mysterious swamp lights...
1575	William	0	A very brave merchant.
1576	Willow	0	A droopy tree.
1577	Willow	0	These trees are found near water.
1578	Wilough	0	One of Gertrude's sons.
1579	Winelda	0	A witch.
1580	Wise Old Man	0	A venerable and rich sage.
1581	Wistan	0	Shopkeeper for Burthorpe.
1582	Witch	0	The Black Knights' resident witch.
1588	Witch's cat	0	Curiosity is yet to kill this one...
1589	Wizard Cromperty	0	The hat is a dead give away.
1590	Wizard Distentor	0	Head of the Magic Guild.
1591	Wizard Frumscone	0	A Wizard of the Magic Guild.
1593	Wizard Mizgog	0	An old wizard.
1594	Wizard	0	He looks kind of puny...
1595	Wizard	0	Slightly more magical.
1609	Wydin	0	Likes his food to be kept fresh.
1610	Wyson the gardener	0	The head gardener.
1611	Yanni Salika	0	Yanni Salika - He buys and sells antiques.
1612	Yellow Fortune Director	0	"One of the leaders of the business Consortium, a ruler of Keldagrim."
1613	Yellow Fortune Secretary	0	The head secretary of the Yellow Fortune mining company.
1615	Yew	0	A splendid tree.
1616	Yohnus	0	This is Yohnus - he runs the local smithery.
1617	Yrsa	0	Pretty shabbily dressed for a clothes shop owner.
1619	Zaff	0	Sells superior staffs.
1620	Zahwa	0	'Battle scarred'.
1621	Zambo	0	Appears slightly drunk.
1623	Zavistic Rarve	0	The Grand Secretary of the Wizards' Guild in Yanille.
1624	Zealot	0	His robes prominently display the star of Saradomin.
1625	Zeke	0	Sells superior scimitars.
1626	Zenesha	0	Sells top quality plate mail armour.
1639	Zoo keeper	0	Enjoys locking up animals in small pens.
1640	Zooknock	0	A wizened little Gnome dressed in brightly coloured clothes.
